ID,Gravitational Flux,Dark Matter Density,Quantum Variance,Space-Time Curvature,Neutrino Activity,Hawking Radiation,Magnetar Field Strength,Cosmic Drift,Event Horizon Stability,Tachyon Flux,Wormhole Entropy,Dimensional Shift,Singularity Depth,Photon Rebound Index,Temporal Distortion,Interstellar Wind Velocity,Gamma Ray Intensity,Plasma Density,Quantum Foam Density,Exotic Matter Stability,Zero-Point Energy Field,Multiverse Leakage,Subspace Fluctuations,Entropy Gradient,Black Hole Spin Factor,Orbital Resonance,Quantum Superposition Strength,Vacuum Energy Density,Hyperdimensional Gravity,Chrono-Spatial Coordinates,Space Fabric Tension,Stellar Neutron Alignment,Astrophysical Stability Index,Void Instability Factor,Celestial Anomaly Frequency,Dark Energy Variability,Wormhole Stability
10,0.449142596,676.5144065,6.256854045,-0.109950122,-11.1384393,-0.255966629,-0.007423659,-0.050418113,0.150586662,-194.0310156,-0.030928894,-0.176029011,20.22848346,0.149511883,0.14019341,1.908799258,-0.018053633,,0.657821827,-0.512948067,-0.056288085,-0.054170788,-0.012187309,-0.234615437,-0.006125718,-0.09751733,132.6811904,0.030111032,4216.285399,0.04837895,-0.227685584,0.047444131,-0.150972677,0.023732588,0.005397316,0.296225738,Fail
11,1.041311514,576.66406,-1.803426784,-0.039120825,11.49811332,-0.413075076,-0.239954706,0.049631264,0.227382232,223.5281634,0.086766361,0.207607004,35.09619892,0.069583144,-0.203666819,4.456276644,0.10065299,2.160736916,0.60086666,20.58218229,-0.356023625,-0.137498285,-0.018856699,0.011956086,0.070983773,-0.319479182,-184.8064903,-0.012784498,-361.052288,-0.048907351,-0.110274825,0.100473897,-0.092712868,0.050464918,0.037480559,-0.207398264,Fail
12,0.383929565,-521.9101835,-0.013527765,-0.043675411,19.11749021,-0.126194874,-0.128360141,0.106647358,0.021852273,127.464203,-0.054907906,0.148165746,-23.84680033,-0.066774036,0.072394254,2.335742253,-0.039665299,169.3799824,0.158911001,-23.24306129,-0.166015899,-0.057556889,-0.037496505,-0.026263933,-0.035507378,-0.002359438,407.2239102,0.127416783,3641.368973,-0.03247976,0.056803616,-0.092207951,0.177824131,0.002111389,0.015664988,-0.292874281,Fail
13,0.875323692,-473.159077,-5.379867349,0.075140689,34.11737372,-0.044066399,-0.053446892,-0.031272407,0.07677711,46.8659043,-0.628206981,-0.093751897,13.26553138,0.047400883,-0.143548089,1.844364332,0.129090291,,0.141079322,0.80567025,-0.714156857,-0.087057935,0.050506639,0.03112925,-0.039066483,-0.118339632,-0.972598226,-0.040005611,1936.9083,-0.054057365,-0.354106027,0.261938023,0.13769839,0.031961528,0.174997544,0.480931732,Fail
14,0.284714029,-1084.556366,4.431048439,0.035522486,-7.291787997,-0.052462692,0.043581518,0.063269513,-0.312405025,-92.91869902,-0.265001696,-0.808266499,-6.907482607,0.078374545,0.049525863,-6.516093272,-0.064959765,55.48350393,0.71628061,-7.165697185,-0.286677956,0.016980979,-0.050752799,0.033323846,0.01083872,0.515513246,-228.2693201,0.066213848,-933.9174685,0.015834672,-0.605780531,-0.103192298,-0.194339977,-0.019000607,-0.171941495,1.284155314,Fail
15,0.213616132,14.04270655,-3.220048794,0.089794601,16.14745943,0.053513126,-0.350349584,0.012851725,-0.370423029,-20.96962134,-0.190650205,-0.419204992,-25.80374156,-0.036830398,-0.079061254,-1.623510936,0.147835436,60.03039032,0.3639042,2.45675258,-0.240020053,0.040428261,0.051322592,0.022696429,0.006648807,0.545792355,30.45414484,0.078974047,667.9152324,-0.06964569,-0.237254188,-0.117074079,-0.261528548,0.005306165,-0.073636616,1.042369283,Fail
16,0.150200652,-201.4432448,-0.963137072,-0.101113486,-9.111446452,-0.363877592,-0.208586136,0.04410392,-0.195808463,-112.5704564,0.103550469,-0.524075132,-7.735032895,-0.034583088,-0.015994477,1.467013537,-0.181691753,-129.297873,0.114150553,27.82551823,-0.303294965,-0.086682416,-0.020714819,-0.000928108,-0.009333911,0.351528763,-144.8197382,0.059703433,2406.803279,0.131979617,-0.058887236,-0.092590683,-0.205423559,0.010286153,0.053928551,0.479856331,Fail
17,-0.535275164,287.1943288,-2.034081994,0.083141949,7.277674464,0.349017177,-0.133971589,0.021845967,-0.134075111,32.9536493,-0.319265723,-0.046949597,9.320320835,-0.11999747,0.091394463,-3.112793101,0.178959632,,-0.224652631,12.04574335,-0.109787966,0.100344733,0.047116606,-0.066128335,0.006518249,0.027313847,-45.13397465,-0.047115227,-613.3797719,-0.070994236,-0.035449624,0.0845481,-0.045633791,0.010179251,-0.238363129,0.094915847,Fail
18,0.00605532,251.7507952,2.887667797,0.099282155,0.453288718,0.25423237,0.036260395,0.085078078,-0.337815555,-29.24982646,0.046275108,-0.072226752,0.359120803,-0.005546956,0.041452356,-3.218083225,-0.067163324,8.984144741,-0.132279573,22.51082433,0.117128368,0.034949971,-0.07878758,0.192695806,0.040709513,0.480923937,168.1382903,0.094188002,-886.8224351,-0.080311107,0.104591292,-0.189677781,-0.888157272,0.0413433,-0.173594439,0.465758716,Success
19,-0.065790487,343.8573521,-0.665124583,-0.067243368,2.41097475,-0.264395822,0.017174781,0.143151808,-0.034916675,101.6818266,0.271577586,-0.010425274,-6.433565255,-0.095780589,-0.041371428,1.930966206,-0.0621183,,-0.290938529,-3.77226537,0.203989394,0.074462107,-0.049286012,0.071138321,-0.020356769,-0.055035009,4.694985343,-0.067794173,-2120.347593,-0.014380205,0.122720385,0.048564251,0.267357428,-0.028678203,-0.250107482,-0.151908556,Fail
20,-0.396791675,102.204924,2.209219456,1.017780814,-6.892336785,-0.012040649,-0.259688291,0.004124442,0.078893099,223.7832347,0.344482597,0.233078515,-10.67800369,-0.113302423,-0.198923281,3.199646979,-0.07581538,-41.62606572,-0.315668992,-12.32227245,0.846450303,0.033564333,-0.171515312,-0.144171875,0.03495891,-0.054258262,-602.7992101,0.035960374,1071.848738,-0.791058181,0.432694309,-0.117280641,-0.018866671,-0.016557633,0.11245591,-0.385818962,Fail
21,-1.425378881,,6.702369136,0.003915091,31.93759317,0.588981998,-0.183333778,-0.064629968,-0.034647382,30.32508109,0.403735045,-0.233277418,-26.32714666,-0.073770448,-0.065243438,8.177436067,0.087241191,63.65002112,-0.044490478,3.118975103,0.157796328,0.114937956,-0.031300914,0.010433228,-0.045413081,0.561977083,92.32678931,-0.099059106,-1296.581978,0.316609849,-0.00933208,-0.176533048,0.10067102,0.043158379,-0.196742253,0.381779914,Success
22,0.858805183,-211.9004831,-0.391472623,-0.137015616,29.56330736,-0.314863754,-0.155242926,0.066934907,0.088323374,16.13582987,0.216778877,0.094912656,-18.4431796,0.042190244,-0.120059855,1.974278171,-0.025500922,-29.45655462,0.190316507,-15.7706731,-0.040073453,0.033737474,0.06874221,-0.031084207,0.019311263,-0.184486274,188.6305333,-0.081490634,4611.639486,-0.074077504,0.011722974,0.07621321,0.105410166,0.060541172,-0.141631198,-0.164484473,Fail
23,0.532076524,-524.5504499,-4.320061737,-0.001280981,2.76539864,-0.071298788,-0.16087085,0.138402186,0.30968837,56.69587811,0.454960934,0.645010765,2.513214615,-0.008491637,0.107569039,5.614152284,-0.081255564,-44.2684534,-0.043906189,5.558068131,0.339788477,-0.121193171,-0.002279353,-0.143708477,0.004376292,-0.444011984,-51.88339304,0.03171662,374.7193292,-0.015855866,0.606536022,-0.090818877,0.162085827,0.033905013,0.032035357,-1.293109175,Fail
24,0.216951016,-242.6779848,1.951324808,0.055027895,-22.27775429,-0.188506839,-0.057370001,-0.041060817,0.099476654,-36.64428725,-0.14491617,-0.274033856,-19.00925445,0.032771067,-0.031091864,-4.665963659,0.04123746,-11.80815357,0.208992451,-1.446550401,-0.403557141,-0.021140588,0.041619171,-0.19887068,-0.02307705,0.048161547,63.31866661,0.102793124,-517.4998949,0.014510194,-0.608438984,0.114051644,0.145382608,-0.030584742,-0.080263141,0.709567255,Fail
25,0.605385735,167.5999147,-6.184662894,-0.053637962,-1.469059896,-0.125574788,-0.37201101,0.015012913,-0.223673268,115.5437022,-0.350761087,-0.300042282,18.52772485,0.024937817,0.096911951,2.877427906,0.023764976,-231.1888541,0.207659956,-4.693739872,-0.197371934,-0.065864066,0.101413344,-0.057160589,-0.008206276,0.140679407,-22.60820859,-0.020042583,2661.48031,-0.026217541,-0.543113411,0.071759462,-0.17523933,-0.040565981,0.029565912,0.6900956,Fail
26,0.126898734,472.190977,7.080013486,-0.045412635,23.64947288,-0.404838097,0.116490427,0.016270236,0.447048967,123.737231,0.437426488,0.564721146,7.137757094,0.053471896,-0.084100117,-2.904613316,-0.080749079,,0.235368296,-4.048782437,0.48205969,-0.133999087,-0.118730498,-0.20327001,0.106577922,-0.388161638,-105.2324046,0.11203522,1357.051847,-0.123919955,0.438152015,-0.084327289,0.097734891,-0.009988068,0.046480379,-1.07634471,Fail
27,0.146747861,-102.0562992,-1.771301326,0.115370345,-0.027256991,0.076627265,-0.001573215,-0.036910561,0.031716337,-216.7152937,0.351882792,0.690592505,-9.933737033,0.070902287,0.21795997,-1.77340037,3.84E-05,,0.233724464,2.305166432,0.92552243,-0.013932806,-0.075889434,0.138626457,0.048911793,-0.485494434,-233.7602444,-0.051632766,-7101.016222,-0.177074877,0.522185013,0.124335927,0.56470416,0.027891853,-0.125091165,-0.889495417,Success
28,1.160146912,998.7170385,-0.07742327,0.141596248,2.707775048,1.455526752,-0.014879609,-0.170728991,-0.372526711,-5.48895852,-0.939590048,0.380334437,8.686908005,-0.47909743,0.568451723,,-0.576535726,-48.71849472,-1.624854835,-22.71508294,1.832008617,0.06250791,-0.268284286,0.009808128,-0.029827684,0.344335129,297.7740202,0.001688716,-8195.495169,0.047687232,0.22615745,0.157810769,0.358844118,-0.114298865,-0.061185964,-1.017579435,Success
29,0.301820328,164.177156,2.538760151,-0.114216923,3.466145328,-0.140560195,0.101822313,0.007263386,-0.187581629,128.4679288,-0.321250476,-0.239784011,-10.53380972,-0.029241658,0.102679006,4.151675523,-0.097102788,27.53480235,-0.109252313,30.24351838,-0.078413891,-0.046365048,0.034098674,0.036043932,-0.003988608,0.138348906,125.0036476,-0.042616767,4012.719803,-0.030590072,-0.205752207,0.011553265,0.046467409,-0.032462421,-0.226890301,0.320329515,Fail
30,0.633416179,659.9023221,1.299518236,-0.006251984,0.380359873,-0.261487128,0.229185998,0.120029607,-0.015971478,10.05637898,-0.222095545,-0.261565638,-10.14805903,0.028197203,-0.179958298,-4.047992862,-0.05294706,143.6833505,0.222942233,2.750314372,-0.598248584,-0.064003899,0.061842572,-0.161779741,-0.006573824,-0.028879692,159.9577208,-0.094642576,-217.715016,0.029697017,-0.359691329,0.192645712,-0.077160855,-0.00054705,-0.109734338,0.452729536,Fail
31,-0.551910983,511.4879289,1.134365687,-0.078772707,-22.51413978,0.068490903,-0.111560899,0.037378979,0.317094095,-79.32494318,0.800735421,0.891449066,27.41304995,0.07246299,-0.24308904,0.560600308,0.067314705,,0.023518908,-4.62365529,0.744819216,-0.130019715,-0.069660027,-0.002869683,0.066257861,-0.504317065,-153.4190552,0.068545013,4770.640702,-0.080553456,0.771469926,-0.114139318,-0.044034861,-0.029278978,0.070648929,-1.234057148,Fail
32,-0.106296183,-269.7891896,4.70759191,-0.01641192,-4.613146678,-0.056809373,-0.048157886,0.096411631,0.526914935,11.08447088,0.711386415,0.645375006,-16.85034124,0.314018462,0.078697796,2.524161406,-0.005040909,,1.06387024,-18.29869744,0.438078099,-0.262729523,-0.08039551,-0.095309651,0.107997142,-0.634193939,-92.85621666,-0.058723793,-928.0246716,-0.113212665,0.392475694,0.024647992,-0.116317941,0.067054653,0.108122587,-1.053481544,Fail
33,-0.076089633,-260.3939858,1.72859211,0.127789511,8.867810122,-0.028218789,-0.389529453,-0.168483095,-0.09833648,-32.65486251,1.095273919,0.028673125,0.396648579,-0.431610727,-0.114518433,0.542401606,-0.200629041,,-1.970234709,3.237892975,0.529525921,-0.043698875,0.008008941,0.358025071,0.039238262,-0.071580294,,0.161169845,,-0.085305929,0.384649539,-0.149353737,-0.147037491,-0.324520805,0.252520702,-0.991801604,Fail
34,0.997619544,-123.9247904,-2.127083237,0.02049279,26.53008484,-0.266619568,-0.227317789,-0.081070528,0.101872905,-38.72679034,-0.172799769,-0.308819407,33.87990296,-0.145355055,0.181437028,-3.412629784,-0.121263535,-22.53456638,-0.20750506,-6.430559165,0.037608876,0.017222287,0.02848748,-0.120080966,-0.049742155,0.111160347,-263.3212491,-0.061952902,596.2607532,-0.007855808,-0.31579525,-0.002777348,-0.063557287,0.00877064,-0.094425392,-0.032247996,Fail
35,0.167187777,-533.3225243,-1.606558041,-0.104638159,4.612774126,-0.198185372,-0.367279266,0.037566987,0.090761917,127.3814773,0.616448996,0.190337449,16.85947391,0.098728192,-0.015606077,7.275188461,-0.235591579,-33.61074107,0.297922007,6.940606125,0.133653007,-0.12439761,-0.041033445,-0.000864565,0.03636103,-0.260450621,71.95860733,0.102693244,-5876.250383,-0.037720664,0.220141021,-0.091417199,0.071853203,-0.00298014,0.020998424,-0.706249523,Fail
36,,822.164121,-2.200480148,-0.037111585,-0.671761544,-0.164765179,-0.172543405,0.036987553,0.082997222,-5.440240077,0.667705675,0.206793314,-2.774971617,0.026634698,0.012381722,1.21042671,0.187872271,-118.2013867,0.165526853,8.531343907,0.536523607,-0.071542946,0.12315163,-0.284720179,0.070387838,-0.262198371,-196.0334366,0.02790757,451.685349,-0.048134352,0.18477515,0.06409128,-0.071896789,0.037308355,-0.233928415,-0.286449697,Fail
37,0.314565657,-248.0043553,-3.378781788,-0.082896963,-10.22630293,0.010258527,-0.113537955,0.038805757,0.069643145,88.73732826,0.179302755,0.381550105,3.460962787,-0.043123491,-0.063244154,0.280949269,0.023564677,110.4864833,-0.142538447,24.23520284,0.209151709,-0.035774989,-0.00598363,-0.148543939,0.044778561,-0.361943006,-63.65287163,-0.089572255,-1069.158022,-0.06489648,0.42136343,0.018235429,0.08643227,0.064151835,-0.10026695,-0.719930268,Fail
38,0.296417873,-196.3182019,0.438277458,-0.011869609,16.96070793,-0.182772366,-0.149510889,0.024619396,-0.069458816,-20.4888784,-0.232189082,0.217011776,-0.180199281,-0.019123267,-0.09515171,-3.530157055,0.004838639,121.6205057,0.048506882,-15.00296248,0.037802698,0.062007284,-0.031750001,0.205469197,-0.002638031,-0.051098833,62.61257789,0.123636144,1647.43067,0.017490268,0.250653677,-0.063465984,-0.282998511,0.044517855,-0.138806636,-0.042022039,Fail
39,0.18636511,-101.9390806,-0.23123426,-0.08241736,-13.07090682,0.089499724,-0.062246121,0.028842446,-0.010941874,24.75678411,-0.142092853,0.079744005,5.951173982,-0.081793686,-0.003586262,0.339523971,0.138991683,13.13916861,-0.270143325,21.5688919,-0.169841754,0.041417971,0.054968652,-0.272739577,-0.029214209,-0.044941572,86.05062056,0.006158872,-1938.787618,0.059649004,0.065331889,0.061930792,-0.097618244,0.008212915,-0.112077268,-0.014012477,Fail
40,0.385223381,-1079.816464,0.384192273,0.054364921,0.806969468,-0.165669457,-0.28436652,0.060836723,-0.137875683,97.72541381,-0.151510777,-0.385515014,22.82804362,0.106069906,0.008140655,-2.314089528,-0.022403471,93.59003177,0.2636688,2.925908279,-0.203652536,0.02033397,-0.036392441,-0.06554074,-0.017483956,0.170915588,-110.6981529,0.004972697,38.30246704,0.030451166,-0.394647697,-0.014804714,-0.030611824,0.004047404,-0.186551773,0.814230003,Fail
41,-0.662804274,-503.9067228,4.208895986,0.052927135,-3.970142299,0.143396883,-0.217038496,0.075587329,-0.311314414,-26.25300854,0.527447958,-0.541200214,11.35762815,-0.038536126,-0.119100411,4.174250996,0.009713477,16.9908333,0.022434388,-2.85272945,0.425115412,0.152506772,0.050906923,-0.040715347,0.008159943,0.291642212,201.653543,0.024030458,-1233.948103,-0.091540502,-0.474921609,0.015991109,-0.359009484,-0.018352896,-0.515272015,0.452685373,Fail
42,0.86064188,79.9872744,5.514913454,0.009810691,10.88544861,-0.167791998,0.007113472,-0.185795572,-0.128892481,-127.1052189,-0.519873953,0.341883909,5.897860038,0.099167592,0.167437564,7.126235233,0.056432283,-38.62318517,0.33258674,9.318732406,-0.873616505,-0.125066126,0.220254396,-0.090310755,-0.037342728,-0.380232275,-403.4699218,0.09076349,365.1377856,0.01604244,-1.175488587,0.129465386,-0.053951618,0.068220199,1.004601598,1.600806412,Fail
43,0.013513072,-658.5271286,6.406789888,0.026314812,-6.449856977,0.054167726,-0.409117626,0.033221516,-0.182691923,31.81893513,0.30594121,-0.098089487,17.10229244,-0.120061792,0.059658041,6.293265459,0.271918123,16.64965446,-0.353012221,-25.49146961,0.361907819,5.37E-05,0.096175478,-0.052232617,-0.057116812,0.009469761,-285.1651318,-0.102712334,3813.731662,-0.185997617,-0.121403271,0.145875618,0.07015051,0.029480923,-0.176723128,0.076394968,Fail
44,-0.590560711,,-4.048771086,1.107160112,-7.332766615,0.232157114,-0.182783523,-0.036622714,-0.236292672,-21.16196073,0.016884788,-0.694529125,11.80000661,-0.081123077,0.250076897,-3.470183175,-0.129459792,-61.94312522,-0.161700666,3.482941196,0.424772363,0.079733047,-0.028300212,-0.150559594,-0.009320534,0.297658955,101.3662886,-0.044196338,-256.8783276,-1.332003796,-0.268608183,0.015710389,5.41E-05,-0.041636745,-0.037369167,0.239682693,Success
45,-0.372610257,-179.1431548,12.3444962,0.012370799,-9.725844835,-0.057569157,-0.19180138,-0.119516,-0.280084467,-119.2838037,-0.301457398,-0.343565544,-17.18730113,-0.066514579,0.083194781,11.81487305,-0.056745554,-59.80791563,-0.044597767,-36.95209157,0.137098348,0.056782151,0.067186566,0.096116957,-0.004187975,0.151968005,-496.9095865,0.053438789,-464.8140997,-0.104355992,-0.18156757,0.014270195,-0.050160285,-0.010892128,-0.195288339,0.255641334,Fail
46,-0.097652527,188.880506,0.667776943,0.15843712,10.8063085,-1.287808293,0.055544965,0.198091225,-0.15396861,133.7037766,0.173732328,-0.446907171,18.94958191,-0.398350293,-0.541737629,2.511341887,0.938183646,,-0.074365928,15.51096394,-1.365187817,0.068421576,0.367745475,0.141546976,-0.01612958,0.169222718,442.4132351,-0.032756341,-1422.117434,-0.049427482,-0.057528038,1.014372822,-0.285656093,0.204432231,-0.154048378,0.806567719,Fail
47,-0.341368756,-53.75102175,-7.603523796,-0.117414413,-2.934877941,-0.327702365,-0.294844324,0.026458554,0.02539644,80.09027773,-0.287923194,-0.333425883,-3.018478889,0.02953526,0.120796201,8.114661443,0.016873939,9.91601968,0.337199505,-3.654313575,-0.585450775,-5.64E-05,0.088668107,0.108741598,0.011615762,0.1875844,-74.57943081,-0.022215226,532.6154427,0.105623063,-0.619200982,0.061804568,0.01098288,0.03965753,0.076758366,0.902680898,Fail
48,-0.105921214,159.6176225,3.848832925,-0.053203127,2.663385416,0.213214471,-0.114147934,-0.017566671,-0.212013881,-47.35126029,-0.485163929,-0.292486775,-13.96433568,0.012688464,0.084154556,2.912768089,0.05919905,-6.141227306,0.140447291,18.43989065,-0.504708085,-0.009773938,0.045019996,-0.099715347,-0.011668161,-0.001671377,368.5736275,-0.000577523,891.6625124,-0.010519584,-0.400075367,0.032910023,-0.191658706,0.036769313,-0.006373704,0.384092647,Fail
49,0.45495481,-198.4529373,-1.459328208,0.037245957,20.93951303,-0.294320333,-0.112820344,0.029211764,0.130768814,57.93653608,0.099756947,-0.115150207,-8.638080796,-0.027008111,-0.115922187,5.857028635,0.100016105,,0.081215956,12.60237223,-0.632895058,-0.09002838,-0.076097075,0.016304902,0.019466045,-0.030809577,-425.0445124,0.016522506,767.4428385,-0.042845556,-0.16509422,-0.017225214,-0.204665436,0.000285579,0.045284911,-0.103969418,Fail
50,0.969607747,-764.9060296,-2.153646028,-0.060466877,-4.565821069,-0.285628416,-0.426209749,0.059585171,0.21315061,-183.0732316,0.149645148,0.284028639,14.13801002,-0.077987693,-0.008845266,0.492923644,-0.028208401,-140.6507133,-0.262440032,-1.577146425,-0.107844673,0.075628803,9.59E-06,-0.051494542,0.035426802,-0.174776124,-460.9646406,0.125884308,-941.5585251,-0.064861069,0.350604267,0.021765767,-0.028089351,0.018051802,-0.148339278,-0.544414471,Fail
51,-0.382514609,1025.921751,-5.183356633,1.422142266,-7.249198955,-0.265662087,-0.130582183,0.086228293,-0.01958927,33.66951114,-0.074893573,-0.187016832,-21.011114,-0.127991077,0.080169046,5.876439542,-0.102829799,7.613090185,-0.508824232,-0.643473458,-0.304207349,0.080161553,-0.008108675,-0.066192511,0.021391188,-0.350269296,,-0.050946086,,-1.364545562,-0.09646273,0.104385636,-0.030769013,0.023964921,-0.344276865,-0.357977201,Fail
52,-0.721789465,-275.4423905,-3.952341798,0.127390569,46.14016914,2.195791105,-0.205232423,0.010026754,-0.112082386,-7.168321059,-2.181035552,-0.019234853,1.807055576,-0.266083097,0.998500368,-0.521168885,-0.350331741,12.86137862,-0.505648914,-6.00195599,2.426332549,0.043381249,-0.031730066,0.322385125,-0.029202293,0.650181008,108.789068,0.049910971,6822.467472,-0.123147979,-0.081787645,-0.152662989,-0.10256165,-0.080949009,-0.285059603,0.279913263,Fail
53,0.074811021,,0.256032436,-0.073020283,-9.428246562,-0.317161999,-0.116161488,0.1414246,-0.171732684,124.2888994,-0.01248654,-0.317020329,-17.83897969,-0.110917002,0.039814061,2.060603508,-0.007973952,27.61922583,-0.097822511,-2.651949965,-0.220519791,0.050381216,0.036178265,-0.108049175,-0.001322804,0.173379741,-298.897265,0.018893177,-2501.099804,0.090720661,-0.098870479,0.073578021,-0.324048056,0.013012271,-0.148224184,0.099938443,Success
54,-0.021049719,372.1542236,0.983505618,0.145056689,11.41540892,-0.002339116,-0.389843894,0.094611341,-0.145536997,-56.29023546,0.027527939,-0.524354323,-16.53603942,0.025622357,-0.002749143,8.526379403,-0.014764985,25.0059922,0.248154114,-18.86111978,-0.05793943,0.099728997,0.005667786,-0.059636054,-0.005597039,0.239311481,-252.0706147,-0.065447521,-1397.175898,-0.032532895,-0.506992881,0.104926898,-0.089262122,-0.036442329,-0.308805831,0.647901625,Fail
